 ,Area,Major,Minor,Angle
1523,226.265,19.037,15.133,88.478
1524,661.390,33.831,24.892,8.888
1525,426.423,24.796,21.896,112.466
1526,304.588,21.477,18.057,81.528
1527,208.860,18.027,14.752,109.605
1528,574.365,29.357,24.911,166.982
1529,548.258,27.971,24.957,62.104
1530,461.233,24.469,24.000,33.690
1531,487.340,26.817,23.138,82.275
1532,278.480,20.215,17.540,106.824
1533,670.093,32.357,26.368,9.121
1534,548.258,30.986,22.528,73.547
1535,295.885,21.627,17.419,82.469
1536,234.968,18.925,15.808,12.981
1537,374.208,24.363,19.557,30.053
1538,409.018,25.291,20.591,163.241
1539,617.878,30.403,25.876,73.170
1540,200.158,16.710,15.252,125.398
1541,478.638,27.668,22.026,90.000
1542,374.208,22.868,20.835,114.669
1543,339.398,22.618,19.106,40.080
1544,261.075,19.261,17.258,45.001
1545,435.125,27.549,20.111,132.218
1546,234.968,19.754,15.145,66.682
1547,704.903,35.841,25.041,37.011
1548,382.910,25.920,18.809,97.917
1549,504.745,28.112,22.861,105.623
1550,643.985,29.134,28.144,90.000
1551,295.885,21.581,17.457,54.719
1552,374.208,24.841,19.180,93.933
1553,365.505,24.824,18.747,81.351
1554,504.745,27.900,23.034,107.015
1555,400.315,23.384,21.797,83.507
1556,330.695,22.765,18.496,131.384
1557,304.588,20.929,18.530,13.644
1558,409.018,24.849,20.958,173.252
1559,548.258,29.599,23.584,173.374
1560,635.283,31.363,25.791,6.816
1561,234.968,17.919,16.695,63.087
1562,626.580,29.031,27.480,1.241
1563,487.340,26.693,23.246,45.002
1564,574.365,29.501,24.789,31.986
1565,643.985,31.092,26.372,63.438
1566,583.067,28.724,25.846,133.120
1567,261.075,21.633,15.366,168.583
1568,321.993,23.271,17.618,84.104
1569,278.480,20.002,17.727,141.782
1570,504.745,26.688,24.081,0.849
1571,443.828,24.422,23.139,28.552
1572,461.233,24.890,23.595,58.004
1573,313.290,21.925,18.194,108.008
1574,200.158,17.681,14.414,76.534
1575,522.150,27.750,23.958,101.782
1576,234.968,17.796,16.811,56.477
1577,287.183,20.904,17.492,0.000
1578,348.100,21.935,20.205,99.310
1579,617.878,29.518,26.652,173.776
1580,356.803,21.585,21.047,40.935
1581,113.133,12.922,11.147,135.000
1582,678.795,38.650,22.362,63.840
1583,513.448,27.919,23.416,75.654
1584,670.093,37.736,22.610,109.676
1585,426.423,27.969,19.412,77.605
1586,243.670,20.114,15.425,81.483
1587,304.588,23.783,16.306,105.276
1588,165.348,15.360,13.706,0.000
1589,313.290,21.998,18.133,72.995
1590,548.258,27.609,25.283,178.650
1591,356.803,24.450,18.581,55.102
1592,513.448,26.173,24.977,59.311
1593,609.175,28.948,26.794,104.346
1594,287.183,19.787,18.480,45.000
1595,435.125,24.879,22.268,71.751
1596,382.910,25.450,19.157,173.688
1597,600.473,32.609,23.446,125.563
1598,652.688,32.393,25.655,13.359
1599,600.473,29.230,26.156,77.125
1600,339.398,22.339,19.344,114.034
1601,261.075,19.755,16.827,41.150
1602,278.480,21.065,16.832,177.182
1603,348.100,22.451,19.741,19.064
1604,530.853,28.573,23.655,154.824
1605,252.373,21.006,15.297,99.969
1606,487.340,25.786,24.063,97.765
1607,130.537,13.744,12.093,45.001
1608,261.075,19.261,17.258,135.000
1609,574.365,30.790,23.752,94.515
1610,443.828,24.422,23.139,28.552
1611,400.315,24.708,20.629,78.884
1612,539.555,28.564,24.051,23.601
1613,435.125,24.716,22.416,21.911
1614,217.562,18.458,15.007,98.536
1615,469.935,25.105,23.833,50.723
1616,443.828,24.916,22.680,41.589
1617,313.290,20.463,19.493,18.435
1618,261.075,20.326,16.354,37.323
1619,556.960,38.637,18.354,11.603
1620,226.265,18.465,15.602,90.000
1621,461.233,28.237,20.797,70.811
1622,243.670,18.251,16.999,90.000
1623,339.398,23.409,18.460,97.174
1624,348.100,21.622,20.498,14.297
1625,409.018,23.816,21.866,97.240
1626,591.770,30.280,24.884,88.454
1627,313.290,21.748,18.342,72.971
1628,591.770,31.267,24.097,60.022
1629,469.935,26.204,22.834,52.533
1630,452.530,26.706,21.575,123.174
1631,348.100,22.213,19.953,78.024
1632,417.720,24.749,21.490,57.204
1633,452.530,26.190,22.000,80.620
1634,321.993,21.613,18.969,99.268
1635,26.108,6.976,4.765,135.000
1636,400.315,25.223,20.207,21.301
1637,130.537,14.558,11.417,58.458
1638,313.290,21.185,18.829,40.697
1639,391.613,23.876,20.883,157.682
1640,426.423,25.114,21.619,49.754
1641,374.208,24.841,19.180,93.933
1642,313.290,21.748,18.342,107.029
1643,374.208,25.612,18.603,70.038
1644,635.283,29.398,27.514,43.569
1645,321.993,21.439,19.123,73.806
1646,374.208,22.765,20.929,45.002
1647,348.100,22.642,19.575,2.407
1648,539.555,27.791,24.719,13.554
1649,330.695,23.243,18.115,69.594
1650,426.423,26.216,20.710,98.262
1651,469.935,28.278,21.159,54.726
1652,217.562,17.823,15.542,100.870
1653,643.985,42.125,19.465,126.416
1654,304.588,21.514,18.026,147.484
1655,321.993,23.081,17.763,57.679
1656,356.803,24.204,18.769,101.985
1657,208.860,17.936,14.827,30.836
1658,617.878,29.717,26.473,19.718
1659,556.960,26.790,26.470,175.158
1660,530.853,27.907,24.220,49.635
1661,104.430,12.284,10.824,19.805
1662,261.075,23.914,13.900,180.000
1663,200.158,16.983,15.006,69.298
1664,530.853,27.712,24.390,45.453
1665,234.968,17.796,16.811,33.523
1666,530.853,30.201,22.380,100.589
1667,278.480,18.830,18.830,0.000
1668,365.505,22.899,20.323,76.300
1669,435.125,25.958,21.343,49.319
1670,435.125,26.152,21.185,164.329
1671,435.125,26.919,20.581,26.044
1672,295.885,20.748,18.157,66.038
1673,565.663,27.924,25.792,63.856
1674,252.373,19.317,16.635,54.550
1675,321.993,22.775,18.001,75.413
1676,182.753,15.254,15.254,0.000
1677,522.150,28.233,23.548,35.581
1678,234.968,17.687,16.914,24.444
1679,548.258,27.594,25.297,130.095
1680,435.125,25.343,21.861,142.610
1681,382.910,25.363,19.223,43.041
1682,452.530,25.621,22.489,140.598
1683,504.745,26.001,24.717,76.407
1684,469.935,26.204,22.834,52.533
1685,348.100,22.991,19.278,121.097
1686,435.125,26.794,20.677,36.761
1687,191.455,16.386,14.877,45.000
1688,339.398,22.618,19.106,40.080
1689,452.530,27.243,21.150,53.401
1690,261.075,19.261,17.258,45.001
1691,461.233,26.615,22.065,63.996
1692,382.910,22.553,21.617,33.690
1693,670.093,39.094,21.824,169.439
1694,330.695,21.201,19.860,20.706
1695,348.100,24.518,18.077,47.552
1696,591.770,32.390,23.263,142.392
1697,313.290,22.741,17.541,26.036
1698,243.670,18.173,17.072,85.935
1699,261.075,20.141,16.504,27.404
1700,313.290,21.619,18.451,23.919
1701,635.283,39.936,20.254,74.841
1702,496.043,29.494,21.414,125.753
1703,208.860,17.267,15.401,10.620
1704,417.720,25.241,21.071,99.318
1705,365.505,22.129,21.030,122.178
1706,321.993,22.060,18.585,82.205
1707,409.018,24.161,21.555,99.123
1708,469.935,24.960,23.972,82.065
1709,321.993,21.613,18.969,99.268
1710,226.265,18.465,15.602,90.000
1711,295.885,22.384,16.830,156.311
1712,574.365,33.572,21.783,51.739
1713,696.200,32.476,27.295,107.415
1714,678.795,40.879,21.142,10.920
1715,382.910,23.186,21.027,156.947
1716,191.455,16.386,14.877,45.000
1717,78.323,9.986,9.986,0.000
1718,313.290,20.376,19.577,143.332
1719,556.960,28.945,24.500,113.968
1720,522.150,28.273,23.514,72.613
1721,435.125,25.786,21.485,59.709
1722,356.803,22.237,20.430,150.564
1723,435.125,25.329,21.873,74.753
1724,174.050,15.491,14.306,153.435
1725,443.828,23.931,23.614,135.000
1726,565.663,28.021,25.703,113.005
1727,600.473,28.786,26.560,7.680
1728,487.340,31.639,19.612,24.811
1729,121.835,12.578,12.333,90.000
1730,278.480,19.152,18.514,69.392
1731,261.075,19.973,16.643,87.491
1732,435.125,24.527,22.588,17.440
1733,321.993,21.563,19.013,24.257
1734,391.613,23.878,20.882,25.593
1735,313.290,24.840,16.058,67.060
1736,269.778,19.348,17.754,119.055
1737,469.935,29.185,20.502,144.151
1738,426.423,25.130,21.605,149.039
1739,287.183,22.172,16.491,152.807
1740,287.183,21.344,17.132,67.563
1741,278.480,19.152,18.514,69.392
1742,670.093,44.616,19.123,75.350
1743,348.100,23.991,18.474,30.784
1744,678.795,30.232,28.588,124.835
1745,443.828,24.194,23.357,113.199
1746,591.770,29.376,25.649,126.170
1747,504.745,27.650,23.243,33.616
1748,217.562,18.926,14.637,62.969
1749,513.448,27.330,23.920,37.779
1750,165.348,16.372,12.859,102.821
1751,269.778,21.419,16.037,92.994
1752,443.828,23.931,23.614,45.018
1753,269.778,19.423,17.685,65.206
1754,417.720,24.331,21.859,20.419
1755,704.903,41.516,21.618,77.984
1756,269.778,18.843,18.229,45.004
1757,696.200,42.838,20.692,70.043
1758,574.365,27.846,26.263,67.863
1759,635.283,39.165,20.653,113.451
1760,583.067,30.441,24.388,99.832
1761,313.290,21.748,18.342,107.029
1762,643.985,29.322,27.964,57.829
1763,556.960,28.361,25.004,66.920
1764,278.480,20.427,17.358,69.706
1765,287.183,20.641,17.715,63.270
1766,600.473,33.521,22.808,110.180
1767,600.473,30.924,24.723,149.529
1768,339.398,21.758,19.861,90.000
1769,452.530,25.613,22.496,0.000
1770,348.100,24.946,17.767,113.721
1771,635.283,32.538,24.859,92.732
1772,182.753,15.718,14.804,110.301
1773,426.423,24.464,22.193,31.458
1774,565.663,29.030,24.810,124.956
1775,409.018,26.341,19.770,48.663
1776,426.423,25.486,21.303,160.344
1777,583.067,30.897,24.028,105.353
1778,191.455,16.250,15.001,22.357
1779,469.935,28.175,21.237,101.012
1780,426.423,26.251,20.682,56.528
1781,278.480,20.349,17.424,106.676
1782,174.050,15.491,14.306,116.565
1783,269.778,20.519,16.740,72.086
1784,382.910,23.186,21.027,156.947
1785,321.993,21.613,18.969,9.268
1786,330.695,21.301,19.767,75.265
1787,400.315,24.661,20.668,77.634
1788,269.778,18.843,18.229,45.004
1789,591.770,40.279,18.706,72.070
1790,400.315,23.160,22.008,45.000
1791,339.398,24.139,17.902,86.830
1792,252.373,18.494,17.375,55.305
1793,452.530,26.543,21.708,47.544
1794,217.562,17.823,15.542,10.870
1795,356.803,24.614,18.456,85.806
1796,339.398,22.485,19.219,135.000
1797,200.158,17.114,14.891,91.001
1798,704.903,39.751,22.578,60.017
1799,461.233,24.724,23.752,54.462
1800,565.663,29.937,24.058,97.614
1801,243.670,17.771,17.458,90.000
1802,69.620,14.067,6.301,90.000
1803,496.043,27.833,22.692,58.050
1804,635.283,29.450,27.466,74.514
1805,43.513,9.276,5.973,108.435
1806,269.778,22.576,15.215,65.745
1807,339.398,23.805,18.153,74.306
1808,313.290,21.748,18.342,72.971
1809,182.753,18.012,12.919,10.760
1810,461.233,31.289,18.769,95.462
1811,78.323,9.986,9.986,0.000
1812,234.968,19.029,15.722,12.492
1813,530.853,28.540,23.682,53.241
1814,191.455,16.386,14.877,45.000
1815,348.100,22.567,19.640,49.085
1816,478.638,26.191,23.268,173.669
1817,478.638,26.329,23.146,20.099
1818,426.423,25.486,21.303,19.656
1819,382.910,23.515,20.733,33.469
1820,356.803,24.504,18.539,85.853
1821,643.985,32.054,25.580,62.620
1822,226.265,18.874,15.264,56.352
1823,565.663,27.216,26.463,104.206
1824,435.125,29.590,18.723,143.423
1825,165.348,15.637,13.463,45.001
1826,226.265,18.465,15.602,90.000
1827,548.258,27.971,24.957,62.104
1828,365.505,23.555,19.757,150.940
1829,478.638,25.282,24.105,42.162
1830,321.993,21.613,18.969,170.732
1831,574.365,31.126,23.495,34.488
1832,200.158,16.028,15.900,0.000
1833,426.423,28.229,19.234,123.998
1834,374.208,25.269,18.856,94.135
1835,313.290,21.748,18.342,72.971
1836,530.853,31.081,21.747,36.584
1837,147.943,15.425,12.212,164.828
1838,513.448,28.992,22.549,93.680
1839,556.960,30.721,23.083,50.594
1840,487.340,25.208,24.616,3.058
1841,539.555,27.930,24.596,74.353
1842,278.480,20.649,17.171,55.278
1843,330.695,22.708,18.542,119.933
1844,565.663,27.983,25.738,12.282
1845,556.960,31.696,22.373,85.087
1846,278.480,20.991,16.892,28.577
1847,487.340,28.844,21.512,79.546
1848,313.290,22.741,17.541,26.036
1849,391.613,24.476,20.372,108.523
1850,339.398,21.308,20.280,7.628
1851,382.910,26.475,18.415,83.601
1852,374.208,24.363,19.557,59.947
1853,504.745,28.402,22.627,115.628
1854,330.695,21.301,19.767,75.265
1855,478.638,28.425,21.440,176.830
1856,252.373,18.668,17.213,35.727
1857,321.993,20.826,19.686,171.431
1858,304.588,21.368,18.150,121.062
1859,313.290,21.748,18.342,72.971
1860,452.530,24.790,23.243,129.967
1861,609.175,32.472,23.886,80.677
1862,269.778,18.843,18.229,45.004
1863,243.670,18.841,16.467,158.252
1864,374.208,26.203,18.183,30.414
1865,617.878,31.326,25.114,56.011
1866,217.562,17.823,15.542,169.130
1867,661.390,33.916,24.829,98.743
1868,313.290,20.376,19.577,143.332
1869,287.183,19.787,18.480,134.998
1870,400.315,24.246,21.022,72.738
1871,182.753,15.254,15.254,0.000
1872,313.290,21.748,18.342,72.971
1873,574.365,29.482,24.805,1.147
1874,600.473,39.268,19.470,126.730
1875,226.265,17.741,16.238,45.001
1876,243.670,18.662,16.625,74.657
1877,461.233,25.302,23.210,133.489
1878,426.423,24.316,22.329,57.765
1879,661.390,34.086,24.706,109.640
1880,461.233,25.474,23.053,127.768
1881,426.423,26.129,20.779,42.272
1882,443.828,25.111,22.504,36.190
1883,696.200,33.426,26.519,126.370
1884,304.588,21.882,17.723,173.384
1885,556.960,28.134,25.206,162.811
1886,391.613,23.840,20.915,93.515
1887,409.018,24.943,20.878,108.007
1888,400.315,25.179,20.243,66.580
1889,252.373,20.341,15.797,43.052
1890,348.100,23.037,19.240,116.607
1891,269.778,22.576,15.215,114.255
1892,356.803,22.481,20.208,76.165
1893,226.265,17.643,16.329,30.128
1894,461.233,24.986,23.503,141.854
1895,34.810,6.657,6.657,0.000
1896,469.935,26.806,22.321,54.826
1897,287.183,19.604,18.652,158.051
1898,382.910,23.406,20.830,79.650
1899,356.803,22.153,20.508,167.364
1900,469.935,27.345,21.881,55.056
1901,496.043,25.683,24.592,74.427
1902,348.100,22.375,19.809,84.166
1903,678.795,37.458,23.073,141.025
1904,321.993,21.653,18.934,92.265
1905,43.513,16.644,3.329,90.000
1906,391.613,26.068,19.128,41.248
1907,278.480,19.310,18.362,72.920
1908,409.018,23.434,22.223,104.036
1909,600.473,28.385,26.934,48.307
1910,609.175,33.249,23.328,21.428
1911,461.233,25.483,23.046,50.715
1912,269.778,19.589,17.535,64.198
1913,556.960,28.645,24.756,60.517
1914,400.315,25.026,20.367,69.240
1915,409.018,25.194,20.671,90.819
1916,304.588,22.316,17.378,129.440
1917,95.728,11.232,10.851,45.002
1918,330.695,21.080,19.974,56.310
1919,226.265,19.274,14.947,90.000
1920,295.885,20.748,18.157,23.962
1921,722.308,36.588,25.136,6.751
1922,348.100,22.252,19.918,15.710
1923,609.175,30.723,25.246,62.619
1924,191.455,16.386,14.877,134.999
1925,174.050,17.723,12.504,63.964
1926,278.480,21.106,16.799,36.103
1927,417.720,24.416,21.783,56.406
1928,87.025,11.701,9.470,90.000
1929,321.993,20.724,19.783,16.475
1930,200.158,17.744,14.362,80.444
1931,522.150,28.484,23.340,24.420
1932,304.588,21.974,17.649,161.743
1933,617.878,30.063,26.168,27.355
1934,452.530,25.339,22.738,60.541
1935,469.935,25.924,23.080,104.382
1936,339.398,23.517,18.375,13.240
1937,287.183,20.296,18.016,100.794
1938,391.613,24.476,20.372,18.523
1939,304.588,20.604,18.822,67.123
1940,252.373,20.138,15.956,6.989
1941,548.258,27.494,25.390,85.689
1942,261.075,19.261,17.258,45.001
1943,548.258,27.587,25.304,66.228
1944,382.910,23.692,20.578,130.480
1945,600.473,29.562,25.862,118.556
1946,461.233,26.253,22.369,164.713
1947,574.365,30.398,24.058,103.751
1948,417.720,25.417,20.925,66.785
1949,200.158,17.744,14.362,9.556
1950,287.183,19.239,19.006,45.013
1951,722.308,38.422,23.936,136.496
1952,487.340,27.151,22.854,79.856
1953,443.828,27.126,20.832,73.594
1954,339.398,21.308,20.280,172.372
1955,583.067,30.947,23.989,63.880
1956,156.645,15.812,12.614,22.590
1957,643.985,35.028,23.408,8.703
1958,678.795,39.965,21.626,171.944
1959,661.390,33.790,24.922,67.473
1960,469.935,25.281,23.668,31.915
1961,409.018,23.816,21.866,82.760
1962,678.795,34.176,25.289,55.144
1963,678.795,32.202,26.839,18.153
1964,487.340,26.478,23.435,96.647
1965,191.455,16.475,14.796,0.000
1966,452.530,25.914,22.234,168.539
1967,400.315,23.878,21.346,15.407
1968,182.753,15.718,14.804,69.699
1969,513.448,28.019,23.332,115.577
1970,295.885,20.394,18.473,153.435
1971,356.803,21.410,21.219,90.000
1972,243.670,18.654,16.632,25.798
1973,182.753,15.254,15.254,0.000
1974,696.200,37.311,23.758,130.879
1975,339.398,21.226,20.359,135.000
1976,400.315,25.479,20.005,48.287
1977,278.480,18.830,18.830,0.000
1978,356.803,22.334,20.341,55.809
1979,609.175,30.872,25.124,2.910
1980,496.043,25.512,24.756,97.728
1981,617.878,30.401,25.878,69.986
1982,304.588,20.773,18.669,74.687
1983,600.473,29.978,25.504,47.055
1984,417.720,24.728,21.508,6.247
1985,487.340,27.387,22.657,70.848
1986,348.100,21.928,20.212,103.864
1987,330.695,22.088,19.062,90.000
1988,313.290,21.109,18.896,111.051
1989,356.803,23.159,19.617,51.334
1990,391.613,24.771,20.129,58.789
1991,670.093,31.307,27.252,6.982
1992,269.778,19.895,17.266,62.073
1993,382.910,24.666,19.766,64.158
1994,530.853,28.669,23.576,176.834
1995,609.175,36.731,21.116,149.194
1996,174.050,15.168,14.611,45.003
1997,252.373,19.827,16.207,66.665
1998,182.753,15.950,14.589,68.669
1999,556.960,30.607,23.169,48.303
2000,113.133,12.922,11.147,45.000
2001,548.258,27.587,25.304,66.228
2002,548.258,27.847,25.068,39.546
2003,522.150,26.649,24.947,22.886
2004,487.340,28.574,21.716,10.052
2005,252.373,18.494,17.375,34.695
2006,234.968,17.687,16.914,24.444
2007,226.265,18.465,15.602,90.000
2008,356.803,21.410,21.219,0.000
2009,426.423,26.013,20.872,97.753
2010,313.290,21.458,18.590,0.732
2011,426.423,25.854,21.000,9.263
2012,426.423,25.855,21.000,88.420
2013,339.398,21.840,19.786,171.920
2014,321.993,21.613,18.969,80.732
2015,217.562,18.059,15.339,96.132
2016,687.498,33.024,26.506,137.617
2017,426.423,25.513,21.281,107.352
2018,513.448,35.199,18.573,72.137
2019,348.100,23.150,19.145,45.001
2020,435.125,24.879,22.268,161.751
2021,382.910,24.108,20.223,155.014
2022,304.588,22.136,17.520,74.583
2023,583.067,31.080,23.886,4.736
2024,252.373,19.317,16.635,35.450
2025,652.688,41.402,20.072,69.800
2026,365.505,23.181,20.076,122.658
2027,365.505,25.025,18.596,144.344
2028,295.885,20.649,18.244,33.222
2029,426.423,24.998,21.720,82.232
2030,313.290,21.934,18.186,90.000
2031,722.308,46.595,19.738,156.009
2032,400.315,24.246,21.022,107.262
2033,252.373,18.596,17.280,119.350
2034,234.968,19.029,15.722,102.492
2035,652.688,41.241,20.150,25.512
2036,295.885,20.608,18.281,0.000
2037,269.778,19.032,18.049,43.266
2038,365.505,22.539,20.648,24.002
2039,513.448,28.790,22.707,95.260
2040,530.853,27.050,24.987,3.072
2041,670.093,31.080,27.452,163.662
2042,339.398,21.768,19.852,45.002
2043,130.537,13.689,12.141,104.036
2044,478.638,25.757,23.660,148.440
2045,339.398,22.714,19.025,54.217
2046,591.770,30.646,24.586,50.487
2047,191.455,16.133,15.110,56.310
2048,200.158,17.785,14.330,29.428
2049,435.125,24.168,22.924,157.707
2050,513.448,27.234,24.005,84.203
2051,182.753,16.336,14.244,129.608
2052,234.968,19.836,15.082,91.530
2053,330.695,22.618,18.616,16.383
2054,556.960,28.362,25.003,147.673
2055,278.480,19.766,17.939,98.835
2056,583.067,28.919,25.671,63.987
2057,278.480,20.002,17.727,141.782
2058,348.100,21.733,20.393,164.789
2059,356.803,21.344,21.284,45.067
2060,400.315,25.349,20.107,88.843
2061,426.423,24.196,22.440,32.020
2062,356.803,21.585,21.047,139.065
2063,617.878,33.106,23.763,53.164
2064,435.125,25.329,21.873,74.753
2065,452.530,25.702,22.418,96.207
2066,400.315,26.145,19.495,1.656
2067,391.613,22.330,22.330,0.000
2068,556.960,28.472,24.907,43.584
2069,609.175,33.868,22.902,145.089
2070,374.208,25.391,18.765,62.712
2071,530.853,30.742,21.986,89.732
2072,321.993,22.043,18.599,147.393
2073,417.720,24.764,21.477,105.810
2074,269.778,19.061,18.020,120.964
2075,156.645,15.583,12.799,0.000
2076,504.745,25.994,24.724,105.842
2077,643.985,33.806,24.254,144.697
2078,374.208,23.241,20.500,1.505
2079,417.720,26.344,20.189,134.999
2080,565.663,28.294,25.455,40.911
2081,487.340,26.693,23.246,134.998
2082,374.208,23.799,20.020,103.418
2083,374.208,22.409,21.262,149.946
2084,487.340,26.497,23.418,78.305
2085,591.770,32.243,23.368,95.555
2086,191.455,16.386,14.877,45.000
2087,356.803,23.196,19.585,115.880
2088,417.720,24.516,21.695,178.904
2089,400.315,25.196,20.230,68.343
2090,34.810,13.315,3.329,90.000
2091,313.290,21.748,18.342,107.029
2092,548.258,28.136,24.811,7.234
2093,356.803,21.410,21.219,0.000
2094,556.960,28.461,24.916,20.620
2095,243.670,17.736,17.492,135.000
2096,617.878,31.124,25.276,34.516
2097,478.638,26.841,22.705,27.473
2098,487.340,27.822,22.303,35.707
2099,365.505,23.273,19.996,35.753
2100,330.695,21.139,19.918,38.389
2101,400.315,23.204,21.966,0.000
2102,356.803,25.832,17.587,162.788
2103,487.340,27.992,22.167,10.848
2104,147.943,14.949,12.600,160.300
2105,409.018,24.658,21.120,79.691
2106,174.050,15.168,14.611,135.000
2107,382.910,23.381,20.852,173.192
2108,217.562,16.675,16.612,18.435
2109,409.018,35.604,14.627,0.798
2110,556.960,29.600,23.958,127.618
2111,435.125,24.599,22.522,16.836
2112,417.720,24.516,21.695,91.096
2113,382.910,22.393,21.772,45.007
2114,374.208,24.224,19.668,58.983
2115,295.885,21.098,17.857,109.647
2116,191.455,16.386,14.877,134.999
2117,330.695,22.088,19.062,90.000
2118,400.315,24.246,21.022,72.738
2119,165.348,15.293,13.766,162.504
2120,548.258,28.025,24.908,173.237
2121,295.885,20.744,18.161,0.799
2122,174.050,16.853,13.150,137.080
2123,435.125,26.174,21.167,84.952
2124,365.505,22.865,20.353,52.513
2125,487.340,27.953,22.198,82.108
2126,417.720,25.100,21.189,46.350
2127,635.283,38.630,20.939,167.802
2128,182.753,16.583,14.032,36.136
2129,287.183,19.787,18.480,45.000
2130,200.158,17.744,14.362,170.444
2131,609.175,31.028,24.998,7.702
2132,243.670,17.771,17.458,6.234E-13
2133,600.473,42.721,17.896,0.775
2134,417.720,26.166,20.326,25.639
2135,348.100,22.674,19.548,45.000
2136,583.067,29.560,25.115,95.781
2137,60.918,9.105,8.519,90.000
2138,339.398,22.244,19.427,25.097
2139,556.960,27.044,26.222,62.453
2140,374.208,23.436,20.330,66.049
2141,278.480,19.152,18.514,20.608
2142,409.018,23.362,22.292,39.027
2143,609.175,33.713,23.007,70.332
2144,139.240,13.315,13.315,0.000
2145,217.562,19.067,14.528,65.028
2146,304.588,21.974,17.649,71.743
2147,365.505,25.452,18.284,73.888
2148,443.828,24.700,22.879,173.116
2149,443.828,25.115,22.500,89.280
2150,409.018,24.981,20.847,69.416
2151,435.125,25.290,21.907,56.084
2152,26.108,6.976,4.765,135.000
2153,391.613,24.482,20.367,149.193
2154,583.067,30.926,24.005,57.167
2155,496.043,26.183,24.122,79.629
2156,539.555,36.785,18.676,145.578
2157,321.993,22.060,18.585,97.795
2158,496.043,30.105,20.979,101.606
2159,287.183,19.787,18.480,45.000
2160,409.018,24.436,21.312,171.829
2161,382.910,23.219,20.997,95.502
2162,374.208,22.765,20.929,45.002
2163,539.555,27.352,25.117,60.229
2164,617.878,31.619,24.881,56.261
2165,461.233,27.291,21.518,98.758
2166,696.200,33.751,26.264,155.193
2167,313.290,22.204,17.965,100.229
2168,330.695,22.088,19.062,0.000
2169,339.398,22.593,19.127,117.831
2170,670.093,32.440,26.301,174.259
2171,261.075,19.569,16.986,99.541
2172,600.473,32.377,23.614,6.778
2173,443.828,27.951,20.218,25.861
2174,295.885,20.017,18.821,160.873
2175,556.960,30.620,23.160,133.895
2176,617.878,32.495,24.210,87.582
2177,617.878,31.236,25.186,54.650
2178,165.348,16.817,12.519,175.768
2179,226.265,18.149,15.874,45.001
2180,469.935,28.124,21.275,70.867
2181,443.828,25.002,22.602,155.286
2182,696.200,38.310,23.138,90.972
2183,400.315,23.620,21.579,159.399
2184,374.208,22.499,21.177,29.368
2185,356.803,26.648,17.048,41.312
2186,522.150,28.273,23.514,162.613
2187,113.133,12.546,11.481,59.036
2188,295.885,20.568,18.316,45.001
2189,217.562,16.886,16.405,51.836
2190,565.663,32.862,21.916,91.876
2191,261.075,19.261,17.258,135.000
2192,374.208,24.886,19.145,142.572
2193,365.505,23.848,19.515,127.649
2194,330.695,22.088,19.062,90.000
2195,226.265,18.618,15.473,22.538
2196,391.613,23.878,20.882,154.407
2197,365.505,24.580,18.933,25.787
2198,426.423,24.196,22.440,147.980
2199,295.885,20.394,18.473,63.435
2200,191.455,16.901,14.423,78.690
2201,269.778,19.589,17.535,115.802
2202,391.613,22.330,22.330,0.000
2203,426.423,24.998,21.720,7.768
2204,330.695,22.088,19.062,90.000
2205,330.695,22.088,19.062,90.000
2206,243.670,18.841,16.467,111.748
2207,469.935,25.353,23.600,134.997
2208,382.910,24.663,19.768,54.332
2209,391.613,23.520,21.200,72.617
2210,626.580,30.501,26.156,19.072
2211,391.613,24.552,20.309,47.458
2212,200.158,16.752,15.213,112.909
2213,382.910,24.108,20.223,65.014
2214,365.505,23.846,19.516,10.376
2215,391.613,23.383,21.324,5.287
2216,191.455,16.386,14.877,45.000
2217,417.720,24.248,21.934,70.006
2218,696.200,32.009,27.693,21.567
2219,295.885,23.105,16.306,29.639
2220,382.910,22.622,21.551,122.663
2221,287.183,21.056,17.366,175.302
2222,478.638,26.636,22.880,135.000
2223,704.903,38.944,23.046,3.030
2224,591.770,33.002,22.831,74.792
2225,287.183,21.642,16.896,34.070
2226,287.183,19.787,18.480,45.000
2227,313.290,21.748,18.342,72.971
2228,574.365,28.834,25.362,76.119
2229,287.183,19.787,18.480,81.870
2230,382.910,23.764,20.516,105.402
2231,252.373,18.596,17.280,29.350
2232,295.885,23.540,16.004,92.590
2233,530.853,27.571,24.515,153.939
2234,704.903,32.210,27.864,49.812
2235,469.935,27.656,21.635,93.374
2236,330.695,21.080,19.974,123.690
2237,339.398,23.809,18.150,179.054
2238,635.283,31.713,25.506,41.319
2239,583.067,28.936,25.656,173.845
2240,243.670,18.841,16.467,68.252
2241,522.150,26.785,24.821,95.093
2242,226.265,19.228,14.983,72.892
2243,609.175,30.186,25.695,20.254
2244,374.208,23.720,20.086,41.192
2245,278.480,19.152,18.514,110.608
2246,252.373,18.596,17.280,29.350
2247,278.480,20.427,17.358,110.294
2248,417.720,24.608,21.613,73.454
2249,330.695,22.665,18.577,105.825
2250,261.075,18.788,17.692,1.728E-13
2251,339.398,22.988,18.798,2.235
2252,478.638,26.967,22.598,24.141
2253,278.480,21.281,16.662,90.000
2254,417.720,23.953,22.204,66.772
2255,287.183,20.181,18.119,77.121
2256,678.795,31.198,27.703,91.411
2257,565.663,28.882,24.937,80.871
