 ,Area,Major,Minor,Angle
184,591.770,29.110,25.883,13.778
185,687.498,43.799,19.985,156.768
186,400.315,23.935,21.295,75.971
187,313.290,21.748,18.342,17.029
188,278.480,20.419,17.365,11.518
189,522.150,26.947,24.671,90.000
190,252.373,18.489,17.379,134.998
191,487.340,27.950,22.200,4.563
192,426.423,24.175,22.459,32.134
193,139.240,13.315,13.315,0.000
194,496.043,26.762,23.600,84.241
195,147.943,15.425,12.212,15.172
196,278.480,18.830,18.830,0.000
197,530.853,29.541,22.881,104.028
198,426.423,24.991,21.726,22.198
199,539.555,27.284,25.179,135.000
200,147.943,15.425,12.212,164.828
201,426.423,27.018,20.095,13.193
202,278.480,20.003,17.726,49.963
203,339.398,22.603,19.119,59.772
204,417.720,24.417,21.783,53.983
205,304.588,19.930,19.459,85.601
206,713.605,40.031,22.697,126.388
207,269.778,21.712,15.820,0.000
208,469.935,27.690,21.608,26.273
209,339.398,21.758,19.861,8.796E-14
210,522.150,26.947,24.671,90.000
211,104.430,14.488,9.178,80.583
212,156.645,15.060,13.244,120.911
213,174.050,17.832,12.428,0.000
214,26.108,6.976,4.765,45.000
215,330.695,21.701,19.402,85.718
216,469.935,25.515,23.450,95.720
217,417.720,24.429,21.771,0.000
218,365.505,22.051,21.105,90.000
219,583.067,29.863,24.860,115.790
220,670.093,31.533,27.057,149.509
221,530.853,27.750,24.356,84.160
222,226.265,19.156,15.039,18.085
223,478.638,30.165,20.203,144.317
224,374.208,23.085,20.639,139.673
225,174.050,15.907,13.931,20.128
226,356.803,23.733,19.142,1.556
227,496.043,27.058,23.342,58.052
228,261.075,19.261,17.258,135.000
229,348.100,22.156,20.004,8.872
230,374.208,22.958,20.754,73.674
231,452.530,25.577,22.527,136.189
232,435.125,23.930,23.151,81.712
233,609.175,30.827,25.160,79.018
234,496.043,28.781,21.944,137.805
235,556.960,28.400,24.970,48.776
236,417.720,24.429,21.771,0.000
237,34.810,6.657,6.657,0.000
238,287.183,19.787,18.480,45.000
239,243.670,19.183,16.173,90.000
240,139.240,14.958,11.853,116.001
241,443.828,26.911,20.999,74.736
242,252.373,18.489,17.379,45.000
243,435.125,25.408,21.805,24.323
244,304.588,20.929,18.530,76.356
245,469.935,26.561,22.527,33.402
246,426.423,26.228,20.701,28.977
247,452.530,25.510,22.587,134.599
248,365.505,22.051,21.105,90.000
249,522.150,31.168,21.330,155.905
250,287.183,20.173,18.126,83.157
251,400.315,24.715,20.623,54.834
252,678.795,31.259,27.649,45.000
253,261.075,18.462,18.005,64.968
254,356.803,22.713,20.002,135.000
255,626.580,30.213,26.405,174.272
256,417.720,24.594,21.626,90.000
257,678.795,32.633,26.485,122.882
258,243.670,18.488,16.781,132.388
259,426.423,24.674,22.004,10.618
260,234.968,19.628,15.242,62.439
261,469.935,26.140,22.890,137.099
262,600.473,30.797,24.826,99.941
263,356.803,24.504,18.539,85.853
264,278.480,19.684,18.013,47.656
265,104.430,12.557,10.589,90.000
266,556.960,27.786,25.522,100.819
267,391.613,25.550,19.515,46.824
268,461.233,25.936,22.643,36.602
269,339.398,24.127,17.911,20.841
270,339.398,23.043,18.753,164.049
271,261.075,19.261,17.258,135.000
272,261.075,19.261,17.258,135.000
273,496.043,26.723,23.634,113.464
274,461.233,30.293,19.386,123.243
275,556.960,29.160,24.319,134.893
276,391.613,25.051,19.904,29.132
277,243.670,18.841,16.467,68.252
278,234.968,19.029,15.722,167.508
279,226.265,18.000,16.005,41.110
280,295.885,20.608,18.281,90.000
281,182.753,15.254,15.254,0.000
282,348.100,23.673,18.722,78.905
283,435.125,24.419,22.688,76.237
284,278.480,19.310,18.362,72.920
285,356.803,21.410,21.219,0.000
286,522.150,34.542,19.247,34.909
287,600.473,28.332,26.985,47.510
288,435.125,26.702,20.748,68.663
289,243.670,20.136,15.408,13.427
290,713.605,43.502,20.886,100.201
291,417.720,27.205,19.550,41.846
292,391.613,25.192,19.793,46.459
293,574.365,31.124,23.496,134.697
294,600.473,30.934,24.715,4.404
295,583.067,28.366,26.171,87.754
296,678.795,33.871,25.517,150.982
297,356.803,22.329,20.346,63.841
298,156.645,15.583,12.799,90.000
299,304.588,20.650,18.781,99.706
300,287.183,21.170,17.272,107.515
301,365.505,24.210,19.222,0.000
302,208.860,18.027,14.752,109.605
303,356.803,23.280,19.514,45.001
304,382.910,22.393,21.772,45.007
305,147.943,15.093,12.480,117.065
306,522.150,29.356,22.647,19.029
307,261.075,19.346,17.183,129.292
308,548.258,27.470,25.412,112.294
309,435.125,25.059,22.109,57.079
310,574.365,28.017,26.102,51.882
311,513.448,26.700,24.485,7.275
312,382.910,24.308,20.056,32.334
313,200.158,16.585,15.366,78.690
314,678.795,31.150,27.745,154.066
315,678.795,39.136,22.084,117.408
316,252.373,19.317,16.635,35.450
317,304.588,20.730,18.707,39.267
318,348.100,23.385,18.953,49.305
319,478.638,28.298,21.536,41.638
320,321.993,22.552,18.179,67.116
321,522.150,32.415,20.510,74.326
322,365.505,24.500,18.995,156.608
323,626.580,30.577,26.091,26.725
324,226.265,18.465,15.602,0.000
325,374.208,25.391,18.765,62.712
326,530.853,29.284,23.081,151.028
327,208.860,18.027,14.752,19.605
328,156.645,15.583,12.799,0.000
329,565.663,28.982,24.851,126.058
330,435.125,25.329,21.873,164.753
331,600.473,29.089,26.283,86.176
332,313.290,21.748,18.342,72.971
333,365.505,22.129,21.030,147.822
334,374.208,23.515,20.261,92.274
335,208.860,18.098,14.694,92.973
336,609.175,30.909,25.094,113.821
337,400.315,24.235,21.031,101.419
338,339.398,21.593,20.012,60.880
339,565.663,27.739,25.964,178.498
340,356.803,21.410,21.219,90.000
341,556.960,31.696,22.373,85.087
342,391.613,24.771,20.129,31.211
343,504.745,27.889,23.043,63.212
344,200.158,16.028,15.900,0.000
345,295.885,20.394,18.473,63.435
346,522.150,28.237,23.545,75.506
347,252.373,19.954,16.103,16.553
348,365.505,22.369,20.805,171.051
349,600.473,30.588,24.995,170.643
350,452.530,25.626,22.484,45.002
351,252.373,20.167,15.933,90.000
352,391.613,23.495,21.222,62.326
353,374.208,22.727,20.964,124.626
354,443.828,25.806,21.898,136.458
355,313.290,21.185,18.829,130.697
356,356.803,22.904,19.834,22.725
357,287.183,20.653,17.705,80.662
358,226.265,17.643,16.329,30.128
359,400.315,24.213,21.050,75.520
360,400.315,24.804,20.549,78.517
361,513.448,30.231,21.625,92.654
362,461.233,25.301,23.211,40.548
363,330.695,23.932,17.594,44.297
364,635.283,29.792,27.150,65.376
365,417.720,23.704,22.437,78.530
366,513.448,27.181,24.051,64.528
367,400.315,24.608,20.712,7.548
368,417.720,23.125,22.999,135.000
369,330.695,22.090,19.061,78.884
370,687.498,31.031,28.209,171.620
371,287.183,20.285,18.026,76.461
372,426.423,25.486,21.303,19.656
373,208.860,17.166,15.491,14.363
374,643.985,38.410,21.347,63.803
375,530.853,27.900,24.226,76.527
376,487.340,28.501,21.771,11.126
377,556.960,29.119,24.353,23.599
378,670.093,32.947,25.896,84.669
379,513.448,26.593,24.583,19.735
380,182.753,15.950,14.589,21.331
381,261.075,21.467,15.485,65.622
382,609.175,30.457,25.467,86.756
383,713.605,41.509,21.889,158.758
384,269.778,20.931,16.411,33.763
385,617.878,38.619,20.371,152.392
386,504.745,25.528,25.175,26.565
387,391.613,24.771,20.129,31.211
388,252.373,18.596,17.280,150.650
389,469.935,24.786,24.140,90.000
390,147.943,15.271,12.335,26.118
391,356.803,21.410,21.219,90.000
392,313.290,21.748,18.342,72.971
393,687.498,37.345,23.439,104.275
394,417.720,24.513,21.697,160.478
395,60.918,9.105,8.519,0.000
396,52.215,9.986,6.657,0.000
397,304.588,20.522,18.898,15.940
398,121.835,12.578,12.333,90.000
399,321.993,21.546,19.028,164.943
400,356.803,24.286,18.706,41.495
401,469.935,26.507,22.573,21.905
402,287.183,21.056,17.366,175.302
403,208.860,18.027,14.752,19.605
404,452.530,24.462,23.554,6.100
405,400.315,23.508,21.682,85.369
406,556.960,27.589,25.703,136.118
407,469.935,29.388,20.360,31.095
408,478.638,27.668,22.026,90.000
409,391.613,23.570,21.154,12.207
410,321.993,21.201,19.337,46.202
411,339.398,21.791,19.831,65.812
412,287.183,21.047,17.373,151.423
413,78.323,11.561,8.626,159.699
414,400.315,23.758,21.454,71.692
415,504.745,25.697,25.010,164.042
416,165.348,16.621,12.666,20.967
417,426.423,25.513,21.281,107.352
418,339.398,21.308,20.280,7.628
419,278.480,20.764,17.076,37.136
420,139.240,16.045,11.049,127.562
421,548.258,31.922,21.868,25.421
422,382.910,25.771,18.918,112.491
423,287.183,20.901,17.495,79.030
424,208.860,18.027,14.752,160.395
425,382.910,24.671,19.761,85.227
426,574.365,28.147,25.981,157.975
427,252.373,19.763,16.259,61.219
428,522.150,28.617,23.232,16.019
429,478.638,25.345,24.045,28.850
430,522.150,27.179,24.461,90.000
431,565.663,28.686,25.107,97.393
432,504.745,27.278,23.559,59.438
433,374.208,26.203,18.183,59.586
434,539.555,29.415,23.355,127.600
435,304.588,21.194,18.298,78.987
436,321.993,20.897,19.619,79.812
437,304.588,20.324,19.081,95.428
438,435.125,25.080,22.090,35.790
439,522.150,28.721,23.148,50.880
440,287.183,19.787,18.480,45.000
441,208.860,18.098,14.694,2.973
442,356.803,21.685,20.950,96.344
443,139.240,14.640,12.110,0.000
444,591.770,29.376,25.649,53.830
445,287.183,20.653,17.705,9.338
446,696.200,32.362,27.391,49.098
447,339.398,21.768,19.852,134.998
448,356.803,22.269,20.400,134.534
449,330.695,22.335,18.852,92.239
450,496.043,25.920,24.366,168.856
451,191.455,16.386,14.877,134.999
452,295.885,20.868,18.053,90.000
453,278.480,19.163,18.503,0.000
454,243.670,19.606,15.824,34.188
455,365.505,22.078,21.079,53.616
456,295.885,21.270,17.712,107.045
457,356.803,24.085,18.862,174.150
458,426.423,25.440,21.342,94.065
459,583.067,32.137,23.101,87.726
460,243.670,18.488,16.781,47.612
461,69.620,10.436,8.494,45.000
462,234.968,19.029,15.722,167.508
463,269.778,19.061,18.020,59.036
464,217.562,17.629,15.713,159.658
465,487.340,25.776,24.073,13.250
466,513.448,29.634,22.060,47.321
467,121.835,12.578,12.333,90.000
468,321.993,22.460,18.253,65.947
469,722.308,42.110,21.840,89.153
470,139.240,14.785,11.991,113.745
471,321.993,21.539,19.034,81.379
472,409.018,24.073,21.633,120.402
473,556.960,29.154,24.324,16.350
474,356.803,24.614,18.456,4.194
475,435.125,27.934,19.833,61.656
476,382.910,22.553,21.617,146.310
477,234.968,19.029,15.722,102.492
478,17.405,6.657,3.329,90.000
479,295.885,19.447,19.372,0.000
480,304.588,20.277,19.126,134.997
481,374.208,28.221,16.883,75.297
482,409.018,25.891,20.114,107.235
483,147.943,15.425,12.212,74.828
484,304.588,20.548,18.873,0.000
485,539.555,29.961,22.929,83.876
486,426.423,25.043,21.680,106.536
487,69.620,10.436,8.494,45.000
488,382.910,22.553,21.617,123.690
489,313.290,21.748,18.342,72.971
490,234.968,18.598,16.086,55.406
491,391.613,24.108,20.683,10.039
492,539.555,26.927,25.513,137.964
493,43.513,7.443,7.443,0.000
494,330.695,21.099,19.956,104.985
495,643.985,32.647,25.116,102.321
496,330.695,22.485,18.726,99.256
497,313.290,21.778,18.316,23.904
498,121.835,12.578,12.333,90.000
499,356.803,22.329,20.346,116.159
500,391.613,23.162,21.527,73.947
501,443.828,23.922,23.622,154.983
502,217.562,18.090,15.313,57.332
503,496.043,25.512,24.756,97.728
504,252.373,18.668,17.213,144.273
505,391.613,24.476,20.372,108.523
506,321.993,23.542,17.414,60.601
507,435.125,25.828,21.450,69.809
508,435.125,24.896,22.254,102.630
509,409.018,24.733,21.056,114.656
510,600.473,32.926,23.220,96.881
511,522.150,27.194,24.448,175.254
512,382.910,23.371,20.860,31.961
513,391.613,23.876,20.883,112.318
514,591.770,30.861,24.415,83.395
515,321.993,21.613,18.969,9.268
516,139.240,14.282,12.414,75.128
517,469.935,25.353,23.600,134.997
518,635.283,39.740,20.354,30.409
519,174.050,15.491,14.306,26.565
520,182.753,15.254,15.254,0.000
521,348.100,22.857,19.391,86.717
522,643.985,33.571,24.424,76.422
523,356.803,22.126,20.532,74.975
524,243.670,17.771,17.458,90.000
525,513.448,29.115,22.454,43.421
526,522.150,30.287,21.951,169.414
527,635.283,30.463,26.553,53.979
528,356.803,22.334,20.341,34.191
529,269.778,20.266,16.949,136.313
530,478.638,27.908,21.837,149.649
531,400.315,23.393,21.788,104.042
532,348.100,21.520,20.596,125.723
533,313.290,21.158,18.853,76.430
534,313.290,21.321,18.709,62.980
535,565.663,30.972,23.254,66.008
536,487.340,25.606,24.233,3.152
537,174.050,15.168,14.611,45.003
538,208.860,17.035,15.611,45.001
539,530.853,28.396,23.803,136.493
540,278.480,20.002,17.727,51.782
541,382.910,23.016,21.182,8.435
542,556.960,31.357,22.615,86.229
543,321.993,21.563,19.013,65.743
544,356.803,22.785,19.939,142.831
545,591.770,30.818,24.449,139.498
546,382.910,27.110,17.984,112.263
547,435.125,26.327,21.044,12.565
548,348.100,22.384,19.800,144.090
549,461.233,28.022,20.957,75.211
550,330.695,22.088,19.062,0.000
551,600.473,31.815,24.031,51.710
552,287.183,20.653,17.705,80.662
553,591.770,30.127,25.010,7.925
554,443.828,26.591,21.251,51.542
555,713.605,41.933,21.668,179.666
556,539.555,27.785,24.725,100.291
557,478.638,26.189,23.270,18.127
558,321.993,21.274,19.271,26.075
559,617.878,29.831,26.372,52.349
560,382.910,23.516,20.732,176.454
561,539.555,27.718,24.785,35.033
562,78.323,9.986,9.986,0.000
563,382.910,23.094,21.111,28.486
564,583.067,27.566,26.931,137.072
565,687.498,31.030,28.210,134.668
566,400.315,26.264,19.407,45.001
567,409.018,28.614,18.200,56.127
568,295.885,21.198,17.772,97.721
569,487.340,26.298,23.595,12.885
570,321.993,21.013,19.510,86.758
571,269.778,22.352,15.367,99.792
572,34.810,6.657,6.657,0.000
573,261.075,19.137,17.370,79.419
574,478.638,27.413,22.231,146.279
575,339.398,21.449,20.147,126.379
576,600.473,32.187,23.753,50.757
577,522.150,28.652,23.203,81.585
578,504.745,26.208,24.521,45.004
579,548.258,29.633,23.557,63.062
580,278.480,19.416,18.262,73.488
581,426.423,24.630,22.044,39.652
582,696.200,32.480,27.292,102.181
583,226.265,18.618,15.473,157.462
584,626.580,35.073,22.747,83.407
585,261.075,19.261,17.258,135.000
586,147.943,15.425,12.212,74.828
587,435.125,29.889,18.536,7.174
588,304.588,21.252,18.248,33.842
589,261.075,18.462,18.005,115.032
590,200.158,17.785,14.330,150.572
591,409.018,24.436,21.312,98.171
592,234.968,19.096,15.666,114.824
593,452.530,24.004,24.004,0.000
594,574.365,28.009,26.109,66.303
595,504.745,27.435,23.425,127.754
596,208.860,17.087,15.563,154.598
597,208.860,18.027,14.752,70.395
598,365.505,22.004,21.150,0.000
599,417.720,24.594,21.626,90.000
600,435.125,23.554,23.521,111.801
601,704.903,46.038,19.495,42.411
602,670.093,33.145,25.741,163.605
603,556.960,27.770,25.536,28.292
604,548.258,27.166,25.696,58.591
605,539.555,28.167,24.390,27.777
606,687.498,32.870,26.631,8.895
607,687.498,43.557,20.097,10.242
608,443.828,25.239,22.390,81.814
609,565.663,28.790,25.016,136.155
610,269.778,19.061,18.020,30.964
611,321.993,22.060,18.585,82.205
612,147.943,15.674,12.018,79.004
613,565.663,27.983,25.738,77.718
614,435.125,24.187,22.905,135.000
615,147.943,15.425,12.212,15.172
616,243.670,20.591,15.067,85.417
617,304.588,21.582,17.969,25.252
618,478.638,29.026,20.996,142.527
619,174.050,15.491,14.306,63.435
620,321.993,20.473,20.025,90.000
621,313.290,21.976,18.151,139.705
622,226.265,19.228,14.983,162.892
623,626.580,29.556,26.992,105.300
624,496.043,29.907,21.118,27.268
625,443.828,25.506,22.156,5.179
626,556.960,27.558,25.732,88.755
627,261.075,19.261,17.258,135.000
628,478.638,26.520,22.979,96.330
629,313.290,21.282,18.744,87.072
630,295.885,20.394,18.473,26.565
631,391.613,23.614,21.115,76.416
632,617.878,31.228,25.193,115.187
633,348.100,23.090,19.195,3.250
634,313.290,21.716,18.369,16.136
635,504.745,29.265,21.960,103.630
636,670.093,41.597,20.511,108.274
637,269.778,19.061,18.020,120.964
638,591.770,30.389,24.794,0.000
639,374.208,21.850,21.806,101.310
640,339.398,21.327,20.263,28.155
641,583.067,29.186,25.437,59.663
642,243.670,19.183,16.173,0.000
643,391.613,24.066,20.719,65.666
644,330.695,21.333,19.737,101.373
645,574.365,30.921,23.650,53.467
646,478.638,27.659,22.033,107.827
647,583.067,29.067,25.540,107.573
648,348.100,23.385,18.953,40.695
649,704.903,36.471,24.609,104.513
650,321.993,21.921,18.702,43.258
651,696.200,34.687,25.555,87.681
652,696.200,32.766,27.053,103.127
653,469.935,28.364,21.095,124.495
654,469.935,26.384,22.678,155.579
655,409.018,25.718,20.249,88.533
656,409.018,24.456,21.294,22.500
657,313.290,22.806,17.490,67.322
658,365.505,22.063,21.093,146.537
659,556.960,30.256,23.438,66.702
660,435.125,24.123,22.966,48.662
661,417.720,24.429,21.771,90.000
662,435.125,25.408,21.805,114.323
663,426.423,25.185,21.558,36.998
664,400.315,24.246,21.022,162.738
665,356.803,24.085,18.862,84.150
666,609.175,37.505,20.681,16.306
667,200.158,16.983,15.006,159.298
668,182.753,15.718,14.804,110.301
669,356.803,21.410,21.219,0.000
670,635.283,29.760,27.180,134.996
671,670.093,35.231,24.217,48.902
672,426.423,24.135,22.496,92.046
673,191.455,16.386,14.877,45.000
674,478.638,27.813,21.911,0.000
675,182.753,16.112,14.442,14.036
676,417.720,24.594,21.626,90.000
677,330.695,22.088,19.062,0.000
678,217.562,18.059,15.339,6.132
679,391.613,24.476,20.372,18.523
680,548.258,31.279,22.317,69.433
681,522.150,32.756,20.296,118.745
682,234.968,21.084,14.189,63.190
683,304.588,21.412,18.112,14.975
684,435.125,25.329,21.873,105.247
685,626.580,29.247,27.278,24.842
686,226.265,18.465,15.602,90.000
687,409.018,23.986,21.711,46.815
688,348.100,23.149,19.146,32.752
689,548.258,29.361,23.775,50.384
690,417.720,24.516,21.695,91.096
691,121.835,12.561,12.350,0.000
692,556.960,32.254,21.986,87.789
693,295.885,20.748,18.158,177.995
694,321.993,22.460,18.253,114.053
695,513.448,29.218,22.375,32.040
696,391.613,23.570,21.154,102.207
697,452.530,27.198,21.185,84.982
698,321.993,22.060,18.585,82.205
699,400.315,24.542,20.768,58.815
700,391.613,22.883,21.790,25.806
701,504.745,29.333,21.909,47.733
702,522.150,27.250,24.397,104.780
703,113.133,12.922,11.147,45.000
704,339.398,23.765,18.184,85.139
705,522.150,27.595,24.092,92.197
706,191.455,18.860,12.925,90.000
707,687.498,36.463,24.006,114.074
708,496.043,26.762,23.600,174.241
709,243.670,19.183,16.173,0.000
710,304.588,20.929,18.530,13.644
711,321.993,21.563,19.013,24.257
712,539.555,28.755,23.891,123.157
713,391.613,22.330,22.330,0.000
714,191.455,16.738,14.564,85.345
715,417.720,23.738,22.405,107.025
716,330.695,22.088,19.062,0.000
717,252.373,18.668,17.213,54.273
718,391.613,22.330,22.330,0.000
719,469.935,25.530,23.436,158.879
720,609.175,28.570,27.149,154.400
721,469.935,28.129,21.272,118.569
722,643.985,31.179,26.298,54.782
723,339.398,21.768,19.852,45.002
724,269.778,19.677,17.457,12.286
725,339.398,21.308,20.280,82.372
726,330.695,21.397,19.678,57.536
727,217.562,19.067,14.528,155.028
728,104.430,12.284,10.824,70.195
729,278.480,20.003,17.726,40.037
730,278.480,19.152,18.514,69.392
731,713.605,32.145,28.266,134.997
732,356.803,22.265,20.404,138.820
733,226.265,18.181,15.846,82.756
734,391.613,22.791,21.878,58.241
735,200.158,17.296,14.734,77.344
736,365.505,22.129,21.030,122.178
737,626.580,32.627,24.452,149.913
738,252.373,18.668,17.213,54.273
739,313.290,20.422,19.532,140.639
740,226.265,17.514,16.449,90.000
741,330.695,21.350,19.721,15.793
742,435.125,25.136,22.041,132.807
743,374.208,24.360,19.559,64.073
744,330.695,24.310,17.321,106.429
745,469.935,27.002,22.159,81.419
746,591.770,32.761,22.999,99.138
747,191.455,16.386,14.877,134.999
748,348.100,21.579,20.539,59.230
749,417.720,25.531,20.832,27.050
750,382.910,24.221,20.128,65.151
751,295.885,20.394,18.473,153.435
752,287.183,22.172,16.491,117.193
753,287.183,20.296,18.016,79.206
754,391.613,23.520,21.200,72.617
755,696.200,34.506,25.689,66.173
756,348.100,22.488,19.709,71.701
757,400.315,24.542,20.768,58.815
758,522.150,32.281,20.595,175.278
759,443.828,24.194,23.357,66.801
760,182.753,15.254,15.254,0.000
761,382.910,23.902,20.397,92.911
762,548.258,28.388,24.590,139.846
763,461.233,26.871,21.855,176.042
764,591.770,30.262,24.898,0.818
765,400.315,24.939,20.437,57.279
766,530.853,27.322,24.739,126.393
767,417.720,24.678,21.552,85.657
768,400.315,24.246,21.022,162.738
769,400.315,23.547,21.645,90.000
770,539.555,29.775,23.072,12.189
771,452.530,25.510,22.587,135.401
772,287.183,21.047,17.373,28.577
773,409.018,23.270,22.380,68.597
774,391.613,24.208,20.598,72.176
775,226.265,17.643,16.329,149.872
